case,simulation_seed,arm,phase,sample_count,force_rmse_n,peak_force_n,contact_ratio_pct,tangent_rmse_mm,tangent_velocity_error_rms_m_s,orientation_rmse_deg,saturation_pct,paired_baseline_force_rmse_increase_n,paired_baseline_orientation_rmse_increase_deg,paired_friction_force_rmse_increase_n,paired_friction_orientation_rmse_increase_deg,failed_gates,all_gates_pass
static_low_friction,29,baseline,steady,5250,0.10697253185593084,12.544634626686316,100.0,7.499377563881965,0.010298740858550353,0.4328324208684761,0.0,0.0,0.0,0.011616576449739971,-0.03536495389555072,,yes
static_low_friction,29,integral,steady,5250,0.11215960430196127,12.57812807926011,100.0,5.037050984618232,0.008298542209799477,0.496183835396793,0.0,0.005187072446030436,0.06335141452831689,0.016803648895770407,0.027986460632766164,,yes
static_low_friction,29,friction,steady,5250,0.09535595540619086,12.45450921953062,100.0,3.8775976123874862,0.005052489996680365,0.46819737476402684,0.0,-0.011616576449739971,0.03536495389555072,0.0,0.0,,yes
static_low_friction,29,online,steady,5250,0.0974372311908678,12.551482201511284,100.0,1.1282545240195412,0.0024196170445944564,0.454263396502179,0.0,-0.009535300665063029,0.021430975633702887,0.002081275784676942,-0.013933978261847835,,yes
static_high_friction,11,baseline,steady,5250,0.118258210506352,12.60724237149394,100.0,15.590050262703471,0.020987754031491224,0.285700465453699,0.0,0.0,0.0,-0.0007473035532810646,-0.017312925281642355,,yes
static_high_friction,11,integral,steady,5250,0.12720085981952406,12.66254482001022,100.0,10.052197834598214,0.01582877709715842,0.359369486762632,0.0,0.008942649313172055,0.07366902130893299,0.00819534575989099,0.056356096027290636,,yes
static_high_friction,11,friction,steady,5250,0.11900551405963307,12.606594834922012,100.0,6.484078284705312,0.00904412719605032,0.30301339073534134,0.0,0.0007473035532810646,0.017312925281642355,0.0,0.0,,yes
static_high_friction,11,online,steady,5250,0.11945993406492281,12.609620655211177,100.0,5.363460222774136,0.007636633575442594,0.30750664763559016,0.0,0.0012017235585708025,0.021806182181891176,0.0004544200052897379,0.004493256900248821,,yes
static_high_friction,29,baseline,steady,5250,0.11281363256449169,12.58515513317033,100.0,15.576061445729918,0.020977128443969182,0.28561515133631044,0.0,0.0,0.0,-0.00046265653006780094,-0.017375935615287275,,yes
static_high_friction,29,integral,steady,5250,0.12254609111795255,12.656102273900007,100.0,10.045394078383787,0.015838357995430572,0.3596014180950098,0.0,0.00973245855346086,0.07398626675869935,0.009269802023393059,0.056610331143412074,,yes
static_high_friction,29,friction,steady,5250,0.11327628909455949,12.554624486266821,100.0,6.4655146889934665,0.00903706619506495,0.3029910869515977,0.0,0.00046265653006780094,0.017375935615287275,0.0,0.0,,yes
static_high_friction,29,online,steady,5250,0.11402257822949877,12.568099478370858,100.0,5.343779684113037,0.007630694693171419,0.30748629989503456,0.0,0.0012089456650070801,0.02187114855872413,0.0007462891349392792,0.004495212943436855,,yes
friction_step_up,11,baseline,pre_step,2250,0.15252241877519598,12.561014019466914,100.0,7.583444849922786,0.0113897680653883,0.462353946712296,0.0,0.0,0.0,0.02274376182043611,-0.03539526594405723,,yes
friction_step_up,11,baseline,post_step,3000,0.1537352013165376,12.473830563429766,100.0,15.542826901674374,0.02051085221607708,0.2716260621757301,0.0,0.0,0.0,0.009100236130770128,-0.01755893153439292,,yes
friction_step_up,11,integral,pre_step,2250,0.15718620505686362,12.593103702175455,100.0,5.169042567708924,0.010170895555106186,0.5302162721075029,0.0,0.004663786281667637,0.06786232539520687,0.027407548102103746,0.03246705945114964,,yes
friction_step_up,11,integral,post_step,3000,0.15680769626029165,12.58963471975792,100.0,9.79389038759563,0.01493731326271465,0.333725582798595,0.0,0.003072494943754056,0.06209952062286489,0.012172731074524185,0.04454058908847197,,yes
friction_step_up,11,friction,pre_step,2250,0.12977865695475987,12.503555354506942,100.0,3.82402457420576,0.005300899036029571,0.49774921265635325,0.0,-0.02274376182043611,0.03539526594405723,0.0,0.0,,yes
friction_step_up,11,friction,post_step,3000,0.14463496518576746,12.400989260827943,100.0,6.38823938840725,0.011301536868398798,0.289184993710123,0.0,-0.009100236130770128,0.01755893153439292,0.0,0.0,,yes
friction_step_up,11,online,pre_step,2250,0.13479611697915564,12.58739635940197,100.0,1.3845117135531146,0.00343255840752577,0.4854078405788599,0.0,-0.017726301796040345,0.023053893866563868,0.0050174600243957646,-0.012341372077493362,,yes
friction_step_up,11,online,post_step,3000,0.15059234123425305,12.42403261618315,100.0,5.551224527880217,0.010561208593140782,0.29357800134095774,0.0,-0.0031428600822845376,0.02195193916522764,0.005957376048485591,0.004393007630834722,,yes
friction_step_up,29,baseline,pre_step,2250,0.1445843475189367,12.544634626686316,100.0,7.582850956633418,0.011435981435120935,0.46253073920149673,0.0,0.0,0.0,0.022567393975186048,-0.03525748143955948,,yes
friction_step_up,29,baseline,post_step,3000,0.15320547304195503,12.505128252261324,100.0,15.527961495625487,0.02048826111327922,0.27156457082172364,0.0,0.0,0.0,0.009888993061987733,-0.017578702091799292,,yes
friction_step_up,29,integral,pre_step,2250,0.1502500879411716,12.57812807926011,100.0,5.164645080537163,0.01024368059092359,0.5303964723013478,0.0,0.005665740422234888,0.06786573309985106,0.028233134397420936,0.032608251660291576,,yes
friction_step_up,29,integral,post_step,3000,0.15618185392950318,12.633873429656266,100.0,9.784438516300305,0.014941214980672007,0.3339811965932342,0.0,0.0029763808875481468,0.06241662577151058,0.01286537394953588,0.04483792367971129,,yes
